match_key,career_match_index,season,season_match_number,date,day_of_week,week_of_season,days_since_last_match,is_back_to_back,match_density_3days,match_no,total_matches_that_day,first_match_of_day,last_match_of_day,same_day_opponent_seq,opponent,opponent_slug,season_opponent_seq,is_repeat_opponent,rivalry,match_type,game_importance,game_importance_score,result,set_scores,set_result,set_count,set_diff,comeback_win,revenge_match,redemption_game,location,injured,sick,forfeited,favorite_match,birthday_match,is_conference,is_playoffs,is_tournament,is_championship,maxpreps
JR_10-03_SJDS_1,95,JR,23,2018-10-03,Wednesday,5,1,True,2,1,1,,,1,Smith Jewish Day School,SJDS,1,False,False,regular,low,0,W,"25-16,25-13,25-23",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-03-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-smith-jewish-day-school.htm?c=lEmjdylP3kasneLg6tCs-A#tab=matchup&schoolid=
JR_10-05_CSDF_1,96,JR,24,2018-10-05,Friday,6,2,False,5,1,4,True,False,1,California School for the Deaf,CSDF,1,False,False,regular,low,0,L,"17-25,11-25",0-2,2,-2,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2018/volleyball-18/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uTfrWXjXC0ab2OnZko5ZWQ#tab=box-score&schoolid=
JR_10-05_CSDR_2,97,JR,25,2018-10-05,Friday,6,0,False,5,2,4,False,False,1,California School for the Deaf-Riverside,CSDR,1,False,False,regular,low,0,L,"19-25,19-25",0-2,2,-2,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2018/volleyball-18/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=KhNLA8DP6UqZWJwhQMZBqA#tab=box-score&schoolid=
JR_10-05_TSD_3,98,JR,26,2018-10-05,Friday,6,0,False,5,3,4,False,False,1,Texas School for the Deaf,TSD,1,False,False,regular,low,0,L,"10-25,13-25",0-2,2,-2,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=npmD644d_kyYdOwKEBpoPw#tab=box-score&schoolid=
JR_10-05_MSD_4,99,JR,27,2018-10-05,Friday,6,0,False,5,4,4,False,True,1,Maryland School for the Deaf,MSD,1,False,True,regular,low,0,L,"25-20,15-25,13-15",1-2,3,-1,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2018/volleyball-18/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=c08RkMwexU2tiK_VWEirJA#tab=matchup&schoolid=
JR_10-06_ISD_1,100,JR,28,2018-10-06,Saturday,6,1,True,7,1,3,True,False,1,Indiana School for the Deaf,ISD,1,False,False,regular,low,0,L,"17-25,19-25",0-2,2,-2,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-06-2018/volleyball-18/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=8WC7da7pHk2qQTi6pqm3IA#tab=box-score&schoolid=
JR_10-06_CSDF_2,101,JR,29,2018-10-06,Saturday,6,0,False,7,2,3,False,False,1,California School for the Deaf,CSDF,2,True,False,regular,low,0,L,"9-25,16-25",0-2,2,-2,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-06-2018/volleyball-18/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=cYqwpxb6d0OyGwpqiIBi0A#tab=box-score&schoolid=
JR_10-06_CSDR_3,102,JR,30,2018-10-06,Saturday,6,0,False,7,3,3,False,True,1,California School for the Deaf-Riverside,CSDR,2,True,False,regular,low,0,L,"14-25,10-25",0-2,2,-2,False,False,False,home,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-06-2018/volleyball-18/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=1pCfPJh37UyyWr-jRRAbDQ#tab=box-score&schoolid=
JR_10-09_RB_1,103,JR,31,2018-10-09,Tuesday,6,3,False,1,1,1,,,1,Riverdale Baptist,RB,3,True,False,regular,low,0,L,"15-25,19-25,10-25",0-3,3,-3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-09-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=PJGyWueVVUimgHq4hG3jbg#tab=box-score&schoolid=
JR_10-10_OAKCREST_1,104,JR,32,2018-10-10,Wednesday,6,1,True,2,1,1,,,1,Oakcrest,OAKCREST,1,False,False,regular,low,0,W,"25-18,25-16,25-18",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-10-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=hkGHXMiQwkCN_TmLP32IVw#tab=matchup&schoolid=
JR_10-11_WIS_1,105,JR,33,2018-10-11,Thursday,7,1,True,3,1,1,,,1,Washington International,WIS,1,False,True,regular,low,0,L,"8-25,12-25,21-25",0-3,3,-3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-11-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=rM4IVytEz0ygFaEhEQ9CVQ
JR_10-16_BHA_1,106,JR,34,2018-10-16,Tuesday,7,5,False,1,1,1,,,1,Berman Hebrew Academy,BHA,1,False,False,regular,low,0,W,"25-8,25-13,25-9",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-16-2018/volleyball-18/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=0ZG7rpPS9kidPsxOCv2JFw#tab=matchup&schoolid=
JR_10-18_FIELD_1,107,JR,35,2018-10-18,Thursday,8,2,False,2,1,1,,,1,Field,FIELD,1,False,False,regular,low,0,W,"25-13,25-13,25-22",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-18-2018/volleyball-18/field-vs-model-secondary-school-for-the-deaf.htm?c=9Y2TSXKnlUOH7p5xzj83Kw#tab=matchup&schoolid=
JR_10-19_BULLIS_1,108,JR,36,2018-10-19,Friday,8,1,True,2,1,1,,,1,Bullis,BULLIS,2,True,False,regular,low,0,L,"23-25,14-25,26-24,20-25",1-3,4,-2,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-19-2018/volleyball-18/bullis-vs-model-secondary-school-for-the-deaf.htm?c=CBTL9de1rU6ydjYIwywyog#tab=matchup&schoolid=
JR_10-22_SSFS_1,109,JR,37,2018-10-22,Monday,8,3,False,1,1,1,,,1,Sandy Spring Friends,SSFS,2,True,False,regular,low,0,W,"25-1,25-3,24-26,25-23",3-1,4,2,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=nHgUcvtCZkGaGfn06RSY9Q#tab=matchup&schoolid=
JR_10-29_WIS_1,110,JR,38,2018-10-29,Monday,9,7,False,1,1,1,,,1,Washington International,WIS,2,True,True,championship,high,3,L,"12-25,11-25,20-25",0-3,3,-3,False,False,False,neutral,False,False,False,False,False,True,True,True,True,https://www.maxpreps.com/games/10-29-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=LOqNGbuhOE-1OTwiUK8QDw#tab=box-score&schoolid=
JR_11-06_SWW_1,111,JR,39,2018-11-06,Tuesday,10,8,False,1,1,1,,,1,School Without Walls,SWW,3,True,False,playoff,high,2,L,,2-3,5,-1,False,False,False,neutral,False,False,False,False,False,False,True,False,False,https://www.maxpreps.com/games/11-06-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=6UCwlLsoc0ipcs1Ww4M2RA#tab=matchup&schoolid=
SR_08-29_MARET_1,112,SR,1,2019-08-29,Thursday,1,296,False,1,1,1,,,1,Maret,MARET,1,False,False,regular,low,0,W,"27-25,20-25,25-23,15-25,16-14",3-2,5,1,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/08-29-2019/volleyball-19/maret-vs-model-secondary-school-for-the-deaf.htm?c=ZWSY1lY28Ui5v0UQkdb80w
SR_09-03_DCI_1,113,SR,2,2019-09-03,Tuesday,1,5,False,1,1,1,,,1,DC International,DCI,1,False,False,regular,low,0,W,"25-16,25-19,25-16",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-03-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=vnGUQ0iSNE-oyNlMWcmh9w
SR_09-05_CL_1,114,SR,3,2019-09-05,Thursday,2,2,False,2,1,1,,,1,Covenant Life,CL,1,False,True,regular,low,0,L,"18-25,23-25,9-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-05-2019/volleyball-19/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=XppDyalKBEaO1F5pxy-NzA
SR_09-07_BIHS_1,115,SR,4,2019-09-07,Saturday,2,2,False,4,1,3,True,False,1,Bishop Ireton,BIHS,1,False,False,regular,low,0,L,"20-25,14-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-07-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=2i4PtaWEmUuMlDlVE65NRg
SR_09-07_HIGHLAND_2,116,SR,5,2019-09-07,Saturday,2,0,False,4,2,3,False,False,1,Highland,HIGHLAND,1,False,False,regular,low,0,W,"25-19,25-27,15-12",2-1,3,1,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-07-2019/volleyball-19/highland-vs-model-secondary-school-for-the-deaf.htm?c=X8J5gh-oIUy5sRyoxk1a1A
SR_09-07_EPISCOPAL_3,117,SR,6,2019-09-07,Saturday,2,0,False,4,3,3,False,True,1,Episcopal,EPISCOPAL,1,False,False,regular,low,0,L,"21-25,27-25,0-15",1-2,3,-1,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-07-2019/volleyball-19/episcopal-vs-model-secondary-school-for-the-deaf.htm?c=z7WUjmSlxE2k__PRNpRWFg
SR_09-10_SAA_1,118,SR,7,2019-09-10,Tuesday,2,3,False,1,1,1,,,1,Spencerville Adventist Academy,SAA,1,False,False,regular,low,0,W,"25-21,25-19,25-14",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EtNkqAr_CkSDH8Kt_dbdwA
SR_09-12_BIHS_1,119,SR,8,2019-09-12,Thursday,3,2,False,2,1,1,,,1,Bishop Ireton,BIHS,2,True,False,regular,low,0,L,"11-25,13-25,17-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-12-2019/volleyball-19/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=HZy5AnNr9Uaasgc2r4pO2Q
SR_09-14_SCA_1,120,SR,9,2019-09-14,Saturday,3,2,False,6,1,5,True,False,1,Shalom Christian Academy,SCA,1,False,False,regular,low,0,W,"26-24,25-21",2-0,2,2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-shalom-christian-academy.htm?c=yv6lm6GTPESUIYsRe0GjYg
SR_09-14_MSD_2,121,SR,10,2019-09-14,Saturday,3,0,False,6,2,5,False,False,1,Maryland School for the Deaf,MSD,1,False,True,regular,low,0,T,"27-26,24-26",1-1,2,0,False,False,False,away,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=JZy_Ujt1k0WRjGKfk_TTCg
SR_09-14_SJCP_3,122,SR,11,2019-09-14,Saturday,3,0,False,6,3,5,False,False,1,St. John's Catholic Prep,SJCP,1,False,False,regular,low,0,L,"18-25,16-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns-catholic-prep.htm?c=zz-mVFyWi0eZ5kSQmFtHqg
SR_09-14_MSD_4,123,SR,12,2019-09-14,Saturday,3,0,False,6,4,5,False,False,2,Maryland School for the Deaf,MSD,2,True,True,regular,low,0,W,"25-18,17-25,18-16",2-1,3,1,False,False,True,away,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=6yBlF3an7kquIU0xy9I1Sg
SR_09-14_VO_5,124,SR,13,2019-09-14,Saturday,3,0,False,6,5,5,False,True,1,Varsity Opponent,VO,1,False,False,regular,low,0,W,"25-12,25-15",2-0,2,2,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-14-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=zTlurXAekU6DPGK1hKcfnw
SR_09-17_WCA_1,125,SR,14,2019-09-17,Tuesday,3,3,False,1,1,1,,,1,Washington Christian Academy,WCA,1,False,False,regular,low,0,W,"25-17,23-25,25-8,25-22",3-1,4,2,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-17-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=axNdllYxWEurhP6yIAESJA
SR_09-19_VO_1,126,SR,15,2019-09-19,Thursday,4,2,False,2,1,1,,,1,Varsity Opponent,VO,2,True,False,regular,low,0,W,"25-11,25-17,25-6",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-19-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=pYtUyF_aB0mHcg6tmNSBEA
SR_09-21_KAA_3,127,SR,16,2019-09-21,Saturday,4,2,False,6,3,5,False,False,1,King Abdullah Academy,KAA,1,False,False,regular,low,0,W,"25-15,25-17",2-0,2,2,False,False,False,home,False,False,False,False,True,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=CA3iSxhjQEOi0PU-wPED6g
SR_09-21_DCI_1,128,SR,17,2019-09-21,Saturday,4,0,False,6,1,5,True,False,1,DC International,DCI,2,True,False,regular,low,0,L,"25-10,24-26,14-16",1-2,3,-1,False,False,False,home,False,False,False,False,True,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/dc-international-vs-model-secondary-school-for-the-deaf.htm?c=X-FIs7wPTE2Z3BT8LVBJ3Q
SR_09-21_BULLIS_4,129,SR,18,2019-09-21,Saturday,4,0,False,6,4,5,False,False,1,Bullis,BULLIS,1,False,False,regular,low,0,W,"25-18,25-17",2-0,2,2,False,True,True,home,False,False,False,False,True,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=KrROSbehPUONbTHtTqXyVQ
SR_09-21_BULLIS_5,130,SR,19,2019-09-21,Saturday,4,0,False,6,5,5,False,True,2,Bullis,BULLIS,2,True,False,regular,low,0,L,"25-18,25-18",0-2,2,-2,False,False,False,home,False,False,False,False,True,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/bullis-vs-model-secondary-school-for-the-deaf.htm?c=G9nQB_qrYkSFMXaIJAzBfQ
SR_09-21_SWW_2,131,SR,20,2019-09-21,Saturday,4,0,False,6,2,5,False,False,1,School Without Walls,SWW,1,False,False,regular,low,0,W,"25-9,25-9",2-0,2,2,False,False,True,home,False,False,False,False,True,False,False,True,False,https://www.maxpreps.com/games/09-21-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=-73onImFOUOZsDC0-raGlA
SR_09-24_FIELD_1,132,SR,21,2019-09-24,Tuesday,4,3,False,1,1,1,,,1,Field,FIELD,1,False,False,regular,low,0,W,"25-23,25-10,25-15",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-24-2019/volleyball-19/field-vs-model-secondary-school-for-the-deaf.htm?c=oourAhepTEyW0owetGekiQ
SR_09-25_VO_1,133,SR,22,2019-09-25,Wednesday,4,1,True,2,1,1,,,1,Varsity Opponent,VO,3,True,False,regular,low,0,W,"25-10,25-13,25-23",3-0,3,3,False,False,False,away,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-25-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=WfbD-GDGtU2MfiORyXR9iA
SR_09-27_GTD_1,134,SR,23,2019-09-27,Friday,5,2,False,2,1,1,,,1,Georgetown Day,GTD,1,False,False,regular,low,0,L,"20-25,25-18,9-25,21-25",1-3,4,-2,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/09-27-2019/volleyball-19/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=8QSwh2dDbkuQnPJ8lKOG8A
SR_09-30_SSFS_1,135,SR,24,2019-09-30,Monday,5,3,False,1,1,1,,,1,Sandy Spring Friends,SSFS,1,False,False,regular,low,0,W,"25-8,25-6,25-8",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/09-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=vXhBTV1b-kCMrbsQbKyk7w
SR_10-04_ISD_1,136,SR,25,2019-10-04,Friday,6,4,False,4,1,4,True,False,1,Indiana School for the Deaf,ISD,1,False,False,regular,low,0,W,"25-18,25-24",2-0,2,2,False,False,True,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=f9flUAU6O06spxnElldSKA
SR_10-04_CSDF_2,137,SR,26,2019-10-04,Friday,6,0,False,4,2,4,False,False,1,California School for the Deaf,CSDF,1,False,False,regular,low,0,W,"25-14,25-17",2-0,2,2,False,False,True,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=5B-gOLdv6UqIHutSwlg3gQ
SR_10-04_TSD_3,138,SR,27,2019-10-04,Friday,6,0,False,4,3,4,False,False,1,Texas School for the Deaf,TSD,1,False,False,regular,low,0,L,"22-25,11-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=1CZVdjkiLESPmWMPwddQIg
SR_10-04_CSDR_4,139,SR,28,2019-10-04,Friday,6,0,False,4,4,4,False,True,1,California School for the Deaf-Riverside,CSDR,1,False,False,regular,low,0,W,"22-25,25-23,15-14",2-1,3,1,True,False,True,away,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-04-2019/volleyball-19/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=pihzlNYVq0a9p059m_dfLg
SR_10-05_ISD_1,140,SR,29,2019-10-05,Saturday,6,1,True,6,1,2,True,False,1,Indiana School for the Deaf,ISD,2,True,False,regular,low,0,W,"25-17,25-13",2-0,2,2,False,False,True,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2019/volleyball-19/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uxhCmqiCxkuRNURdxgYWrw
SR_10-05_TSD_2,141,SR,30,2019-10-05,Saturday,6,0,False,6,2,2,False,True,1,Texas School for the Deaf,TSD,2,True,False,regular,low,0,L,"16-25,14-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-05-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=9lwl75e5H0CKfKiPKkOvmA
SR_10-08_OAKCREST_1,142,SR,31,2019-10-08,Tuesday,6,3,False,1,1,1,,,1,Oakcrest,OAKCREST,1,False,False,regular,low,0,W,"25-13,25-21,25-19",3-0,3,3,False,False,False,home,False,False,False,False,False,False,False,False,False,https://www.maxpreps.com/games/10-08-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=L00XN2jRbEC6wBbufPDRRA
SR_10-10_VO_1,143,SR,32,2019-10-10,Thursday,7,2,False,2,1,1,,,1,Varsity Opponent,VO,4,True,False,regular,low,0,W,"25-17,25-9,25-7",3-0,3,3,False,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-10-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=9tYDUg4qF0qxW7tK_Ln9KQ
SR_10-12_PA_2,144,SR,33,2019-10-12,Saturday,7,2,False,6,2,5,False,False,1,Princess Anne,PA,1,False,False,regular,low,0,L,"13-25,12-25",0-2,2,-2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-princess-anne.htm?c=Wdf7AW-Qs0uZ5kj5J-9Pkg
SR_10-12_KAA_4,145,SR,34,2019-10-12,Saturday,7,0,False,6,4,5,False,False,1,King Abdullah Academy,KAA,2,True,False,regular,low,0,W,"25-19,25-18",2-0,2,2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=4o5xHQERTUCLFvhSNxhPvQ
SR_10-12_ROOSEVELT_1,146,SR,35,2019-10-12,Saturday,7,0,False,6,1,5,True,False,1,Roosevelt,ROOSEVELT,1,False,False,regular,low,0,L,"18-25,25-23,12-15",1-2,3,-1,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-roosevelt.htm?c=CXg2zA5gMECXIs3SwzgDtQ
SR_10-12_MACA_5,147,SR,36,2019-10-12,Saturday,7,0,False,6,5,5,False,True,2,Mount Airy Christian Academy,MACA,2,True,False,regular,low,0,W,"25-18,25-21",2-0,2,2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=97D32zj27UyiyV9SIHUNYw
SR_10-12_MACA_3,148,SR,37,2019-10-12,Saturday,7,0,False,6,3,5,False,False,1,Mount Airy Christian Academy,MACA,1,False,False,regular,low,0,W,"25-18,25-18",2-0,2,2,False,False,False,neutral,False,False,False,False,False,False,False,True,False,https://www.maxpreps.com/games/10-12-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=0jccxebo90SvebpstwJWUg
SR_10-15_WIS_1,149,SR,38,2019-10-15,Tuesday,7,3,False,1,1,1,,,1,Washington International,WIS,1,False,True,regular,low,0,W,"25-23,25-17,25-19",3-0,3,3,False,False,True,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-15-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=g6pJ4R30lkGUr0XSGqZzQg
SR_10-17_BARRIE_1,150,SR,39,2019-10-17,Thursday,8,2,False,2,1,1,,,1,Barrie,BARRIE,1,False,False,regular,low,0,W,"25-9,25-10,25-7",3-0,3,3,False,False,False,away,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-17-2019/volleyball-19/barrie-vs-model-secondary-school-for-the-deaf.htm?c=Y5g55yVQRU2fOo5YKgnw-w
SR_10-18_KAA_1,151,SR,40,2019-10-18,Friday,8,1,True,2,1,1,,,1,King Abdullah Academy,KAA,3,True,False,regular,low,0,W,"23-25,25-14,25-10,25-19",3-1,4,2,True,False,False,home,False,False,False,False,False,True,False,False,False,https://www.maxpreps.com/games/10-18-2019/volleyball-19/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=ff0wp3edSkmUy0ZVzt_rYQ
SR_10-21_MCLEAN_1,152,SR,41,2019-10-21,Monday,8,3,False,1,1,1,,,1,McLean,MCLEAN,1,False,False,forfeit,low,0,W,,0-0,0,0,False,False,False,home,False,False,True,False,False,False,False,False,False,https://www.maxpreps.com/games/10-21-2019/volleyball-19/mclean-vs-model-secondary-school-for-the-deaf.htm?c=YN2GPO_oJUe9am8W3ZCb_A
SR_10-23_VO_1,153,SR,42,2019-10-23,Wednesday,8,2,False,2,1,1,,,1,Varsity Opponent,VO,5,True,False,playoff,high,2,W,"25-9,25-16,25-16",3-0,3,3,False,False,False,home,False,False,False,False,False,True,True,True,False,https://www.maxpreps.com/games/10-23-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-varsity-opponent.htm?c=4SpEKTKm40mNlVqXSY8llQ
SR_10-28_SSFS_1,154,SR,43,2019-10-28,Monday,9,5,False,1,1,1,,,1,Sandy Spring Friends,SSFS,2,True,False,playoff,high,2,W,"25-15,25-19,25-8",3-0,3,3,False,False,False,home,False,False,False,False,False,True,True,True,False,https://www.maxpreps.com/games/10-28-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=seZY-aU7r0O3adxoOvkc0w
SR_10-30_WIS_1,155,SR,44,2019-10-30,Wednesday,9,2,False,2,1,1,,,1,Washington International,WIS,2,True,True,championship,high,3,W,"25-18,26-24,25-18",3-0,3,3,False,False,True,neutral,False,False,False,False,False,True,True,True,True,https://www.maxpreps.com/games/10-30-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=GglwmyeMkEOGgntR9jsatw
SR_11-05_BELL_1,156,SR,45,2019-11-05,Tuesday,10,6,False,1,1,1,,,1,Bell,BELL,1,False,False,playoff,high,2,W,"25-14,25-14,25-13",3-0,3,3,False,False,False,away,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-05-2019/volleyball-19/bell-vs-model-secondary-school-for-the-deaf.htm?c=VcPx0s5gm0y4-10r8YIcYw
SR_11-06_SJ_1,157,SR,46,2019-11-06,Wednesday,10,1,True,2,1,1,,,1,St. John's,SJ,1,False,False,playoff,high,2,L,"20-25,20-25,14-25",0-3,3,-3,False,False,False,away,False,False,False,False,False,False,True,True,False,https://www.maxpreps.com/games/11-06-2019/volleyball-19/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=eSZ4h7I5E0OFrIple4uZbw
